BuildingID,IDF Filepath,Weather Filepath,Completed Simulation FolderPath,Simulation Status
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeMedium_STD2019_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_PortAngeles_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeMedium_STD2019_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Rochester_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeMedium_STD2019_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_SanDiego_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeMedium_STD2019_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Seattle_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeMedium_STD2019_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Tampa_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeMedium_STD2019_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Tucson_OfficeMedium,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Albuquerque_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Atlanta_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Buffalo_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Denver_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_ElPaso_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Fairbanks_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_GreatFalls_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Honolulu_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_InternationalFalls_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_NewYork_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_PortAngeles_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Rochester_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_SanDiego_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Seattle_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Tampa_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OfficeSmall_STD2019_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Tucson_OfficeSmall,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Albuquerque_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Atlanta_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Buffalo_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Denver_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_ElPaso_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Fairbanks_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_GreatFalls_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Honolulu_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_InternationalFalls_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_NewYork_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_PortAngeles_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Rochester_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_SanDiego_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Seattle_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Tampa_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_OutPatientHealthCare_STD2019_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Tucson_OutPatientHealthCare,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Albuquerque_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Atlanta_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Buffalo_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Denver_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_ElPaso_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Fairbanks_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_GreatFalls_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Honolulu_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_InternationalFalls_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_NewYork_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_PortAngeles_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Rochester_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_SanDiego_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Seattle_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Tampa_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantFastFood_STD2019_Tucson.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AZ_Tucson-Davis-Monthan.AFB.722745_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Tucson_RestaurantFastFood,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_Albuquerque.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NM_Albuquerque.Intl.Sunport.723650_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Albuquerque_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_Atlanta.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_GA_Atlanta-Hartsfield.Jackson.Intl.AP.722190_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Atlanta_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_Buffalo.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_Buffalo.Niagara.Intl.AP.725280_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Buffalo_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_Denver.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CO_Denver-Aurora-Buckley.AFB.724695_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Denver_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_ElPaso.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_TX_ElPaso.Intl.AP.722700_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_ElPaso_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_Fairbanks.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Fairbanks_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_GreatFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MT_GreatFalls.Intl.AP.727750_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_GreatFalls_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_Honolulu.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_HI_Honolulu.Intl.AP.911820_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Honolulu_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_InternationalFalls.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_InternationalFalls.Intl.AP.727470_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_InternationalFalls_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_NewYork.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_NY_NewYork-John.F.Kennedy.Intl.AP.744860_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_NewYork_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_PortAngeles.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_PortAngeles-William.R.Fairchild.Intl.AP.727885_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_PortAngeles_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_Rochester.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_MN_Rochester.Intl.AP.726440_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Rochester_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_SanDiego.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_CA_SanDiego-Brown.Field.Muni.AP.722904_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_SanDiego_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_Seattle.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Seattle_RestaurantSitDown,Not Started
NA,D:\Building_Modeling_Code\Data\Commercial_Prototypes\ASHRAE\90_1_2019\ASHRAE901_RestaurantSitDown_STD2019_Tampa.idf,D:\Building_Modeling_Code\Data\TMY3_WeatherFiles_Commercial\USA_FL_Tampa-MacDill.AFB.747880_TMY3.epw,D:\EP_DataManagement_Application\Generated_Data\ASHRAE_2019_Tampa_RestaurantSitDown,Not Started
